cve,severity,reward,bug_tracker_id,bug_tracker_url,description,reporter,report_date,release_post_url,release_post_title,release_published,raw_line
CVE-2025-12428,High,$50000,447613211,https://issues.chromium.org/issues/447613211,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2025-09-26,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[$50000][447613211] High CVE-2025-12428: Type Confusion in V8. Reported by Man Yue Mo of GitHub Security Lab on 2025-09-26
CVE-2025-12429,High,$50000,450618029,https://issues.chromium.org/issues/450618029,Inappropriate implementation in V8,Aorui Zhang,2025-10-10,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[$50000][450618029] High CVE-2025-12429: Inappropriate implementation in V8. Reported by Aorui Zhang on 2025-10-10
CVE-2025-12432,High,N/A,439522866,https://issues.chromium.org/issues/439522866,Race in V8,Google Big Sleep,2025-08-18,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[N/A][439522866] High CVE-2025-12432: Race in V8. Reported by Google Big Sleep on 2025-08-18
CVE-2025-12433,High,N/A,449760249,https://issues.chromium.org/issues/449760249,Inappropriate implementation in V8,Google Big Sleep,2025-10-07,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[N/A][449760249] High CVE-2025-12433: Inappropriate implementation in V8. Reported by Google Big Sleep on 2025-10-07
CVE-2025-12036,High,N/A,452296415,https://issues.chromium.org/issues/452296415,Inappropriate implementation in V8,Google Big Sleep,2025-10-15,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[N/A][452296415] High CVE-2025-12036: Inappropriate implementation in V8. Reported by Google Big Sleep on 2025-10-15
CVE-2025-12441,Medium,N/A,444049512,https://issues.chromium.org/issues/444049512,Out of bounds read in V8,Google Big Sleep,2025-09-10,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[N/A][444049512] Medium CVE-2025-12441: Out of bounds read in V8. Reported by Google Big Sleep on 2025-09-10
CVE-2025-13226,High,$55000,446113732,https://issues.chromium.org/issues/446113732,Type Confusion in V8,Seunghyun Lee (@0x10n),2025-09-19,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[$55000][446113732] High CVE-2025-13226: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2025-09-19
CVE-2025-13227,High,$55000,446122633,https://issues.chromium.org/issues/446122633,Type Confusion in V8,Seunghyun Lee (@0x10n),2025-09-19,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[$55000][446122633] High CVE-2025-13227: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2025-09-19
CVE-2025-13228,High,$55000,446124893,https://issues.chromium.org/issues/446124893,Type Confusion in V8,Seunghyun Lee (@0x10n),2025-09-19,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[$55000][446124893] High CVE-2025-13228: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2025-09-19
CVE-2025-13229,High,$55000,446113731,https://issues.chromium.org/issues/446113731,Type Confusion in V8,Seunghyun Lee (@0x10n),2025-09-19,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[$55000][446113731] High CVE-2025-13229: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2025-09-19
CVE-2025-13230,High,$55000,446124892,https://issues.chromium.org/issues/446124892,Type Confusion in V8,Seunghyun Lee (@0x10n),2025-09-19,https://chromereleases.googleblog.com/2025/10/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2025-10-28T14:42:00.000-07:00,[$55000][446124892] High CVE-2025-13230: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2025-09-19
CVE-2025-11215,Medium,N/A,439758498,https://issues.chromium.org/issues/439758498,Off by one error in V8,Google Big Sleep,2025-08-19,https://chromereleases.googleblog.com/2025/09/stable-channel-update-for-desktop_30.html,Stable Channel Update for Desktop,2025-09-30T13:35:00.000-07:00,[N/A][439758498] Medium CVE-2025-11215: Off by one error in V8. Reported by Google Big Sleep on 2025-08-19
CVE-2025-11219,Low,N/A,439772737,https://issues.chromium.org/issues/439772737,Use after free in V8,Google Big Sleep,2025-08-19,https://chromereleases.googleblog.com/2025/09/stable-channel-update-for-desktop_30.html,Stable Channel Update for Desktop,2025-09-30T13:35:00.000-07:00,[N/A][439772737] Low CVE-2025-11219: Use after free in V8. Reported by Google Big Sleep on 2025-08-19
CVE-2025-10890,High,TBD,430336833,https://issues.chromium.org/issues/430336833,Side-channel information leakage in V8,Mate Marjanović (SharpEdged),2025-07-09,https://chromereleases.googleblog.com/2025/09/stable-channel-update-for-desktop_23.html,Stable Channel Update for Desktop,2025-09-23T12:52:00.000-07:00,[TBD][430336833] High CVE-2025-10890: Side-channel information leakage in V8. Reported by Mate Marjanović (SharpEdged) on 2025-07-09
CVE-2025-10891,High,N/A,443765373,https://issues.chromium.org/issues/443765373,Integer overflow in V8,Google Big Sleep,2025-09-09,https://chromereleases.googleblog.com/2025/09/stable-channel-update-for-desktop_23.html,Stable Channel Update for Desktop,2025-09-23T12:52:00.000-07:00,[N/A][443765373] High CVE-2025-10891: Integer overflow in V8. Reported by Google Big Sleep on 2025-09-09
CVE-2025-10892,High,N/A,444048019,https://issues.chromium.org/issues/444048019,Integer overflow in V8,Google Big Sleep,2025-09-10,https://chromereleases.googleblog.com/2025/09/stable-channel-update-for-desktop_23.html,Stable Channel Update for Desktop,2025-09-23T12:52:00.000-07:00,[N/A][444048019] High CVE-2025-10892: Integer overflow in V8. Reported by Google Big Sleep on 2025-09-10
CVE-2025-10585,High,NA,445380761,https://issues.chromium.org/issues/445380761,Type Confusion in V8,Google Threat Analysis Group,2025-09-16,https://chromereleases.googleblog.com/2025/09/stable-channel-update-for-chromeos_18.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2025-09-18T15:47:00.000-07:00,[NA][445380761] High CVE-2025-10585: Type Confusion in V8. Reported by Google Threat Analysis Group on 2025-09-16
CVE-2025-9132,High,N/A,436181695,https://issues.chromium.org/issues/436181695,Out of bounds write in V8,Google Big Sleep,2025-08-04,https://chromereleases.googleblog.com/2025/08/stable-channel-update-for-desktop_19.html,Stable Channel Update for Desktop,2025-08-19T13:12:00.000-07:00,[N/A][436181695] High CVE-2025-9132: Out of bounds write in V8. Reported by Google Big Sleep on 2025-08-04
CVE-2025-8880,High,TBD,433533359,https://issues.chromium.org/issues/433533359,Race in V8,Seunghyun Lee (@0x10n),2025-07-23,https://chromereleases.googleblog.com/2025/08/stable-channel-update-for-desktop_12.html,Stable Channel Update for Desktop,2025-08-12T13:10:00.000-07:00,[TBD][433533359] High CVE-2025-8880: Race in V8. Reported by Seunghyun Lee (@0x10n) on 2025-07-23
CVE-2025-8010,High,$8000,430344952,https://issues.chromium.org/issues/430344952,Type Confusion in V8,Shaheen Fazim,2025-07-09,https://chromereleases.googleblog.com/2025/07/stable-channel-update-for-desktop_22.html,Stable Channel Update for Desktop,2025-07-22T13:19:00.000-07:00,[$8000][430344952] High CVE-2025-8010: Type Confusion in V8. Reported by Shaheen Fazim on 2025-07-09
CVE-2025-8011,High,TBD,430572435,https://issues.chromium.org/issues/430572435,Type Confusion in V8,Shaheen Fazim,2025-07-09,https://chromereleases.googleblog.com/2025/07/stable-channel-update-for-desktop_22.html,Stable Channel Update for Desktop,2025-07-22T13:19:00.000-07:00,[TBD][430572435] High CVE-2025-8011: Type Confusion in V8. Reported by Shaheen Fazim on 2025-07-09
CVE-2025-7656,High,$7000,425583995,https://issues.chromium.org/issues/425583995,Integer overflow in V8,Shaheen Fazim,2025-06-17,https://chromereleases.googleblog.com/2025/07/stable-channel-update-for-desktop_15.html,Stable Channel Update for Desktop,2025-07-15T10:12:00.000-07:00,[$7000][425583995] High CVE-2025-7656: Integer overflow in V8. Reported by Shaheen Fazim on 2025-06-17
CVE-2025-6554,High,NA,427663123,https://issues.chromium.org/issues/427663123,Type Confusion in V8,,,https://chromereleases.googleblog.com/2025/06/stable-channel-update-for-desktop_30.html,Stable Channel Update for Desktop,2025-06-30T14:01:00.000-07:00,[NA][427663123] High CVE-2025-6554: Type Confusion in V8.
CVE-2025-6191,High,$7000,420697404,https://issues.chromium.org/issues/420697404,Integer overflow in V8,Shaheen Fazim,2025-05-27,https://chromereleases.googleblog.com/2025/06/stable-channel-update-for-desktop_17.html,Stable Channel Update for Desktop,2025-06-17T10:32:00.000-07:00,[$7000][420697404] High CVE-2025-6191: Integer overflow in V8. Reported by Shaheen Fazim on 2025-05-27
CVE-2025-5959,High,NA,422313191,https://issues.chromium.org/issues/422313191,Type Confusion in V8,Seunghyun Lee as part of TyphoonPWN 2025,2025-06-04,https://chromereleases.googleblog.com/2025/06/stable-channel-update-for-desktop_10.html,Stable Channel Update for Desktop,2025-06-10T11:42:00.000-07:00,[NA][422313191] High CVE-2025-5959: Type Confusion in V8. Reported by Seunghyun Lee as part of TyphoonPWN 2025 on 2025-06-04
CVE-2025-5419,High,N/A,420636529,https://issues.chromium.org/issues/420636529,Out of bounds read and write in V8,Clement Lecigne and Benoît Sevens of Google Threat Analysis Group on 2025-05-27. This issue was mitigated on 2025-05-28 by a configuration change pushed out to Stable across all Chrome platforms.,,https://chromereleases.googleblog.com/2025/06/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2025-06-02T16:07:00.000-07:00,[N/A][420636529] High CVE-2025-5419: Out of bounds read and write in V8. Reported by Clement Lecigne and Benoît Sevens of Google Threat Analysis Group on 2025-05-27. This issue was mitigated on 2025-05-28 by a configuration change pushed out to Stable across all Chrome platforms.
CVE-2025-5280,High,TBD,417169470,https://issues.chromium.org/issues/417169470,Out of bounds write in V8,[pwn2car],2025-05-12,https://chromereleases.googleblog.com/2025/05/stable-channel-update-for-desktop_27.html,Stable Channel Update for Desktop,2025-05-27T10:46:00.000-07:00,[TBD][417169470] High CVE-2025-5280: Out of bounds write in V8. Reported by [pwn2car] on 2025-05-12
CVE-2025-1920,High,$7000,398065918,https://issues.chromium.org/issues/398065918,Type Confusion in V8,Excello s.r.o.,2025-02-21,https://chromereleases.googleblog.com/2025/03/stable-channel-update-for-desktop_10.html,Stable Channel Update for Desktop,2025-03-10T13:04:00.000-07:00,[$7000][398065918] High CVE-2025-1920: Type Confusion in V8. Reported by Excello s.r.o. on 2025-02-21
CVE-2025-2135,High,TBD,400052777,https://issues.chromium.org/issues/400052777,Type Confusion in V8,Zhenghang Xiao (@Kipreyyy) and Nan Wang (@eternalsakura13),2025-03-02,https://chromereleases.googleblog.com/2025/03/stable-channel-update-for-desktop_10.html,Stable Channel Update for Desktop,2025-03-10T13:04:00.000-07:00,[TBD][400052777] High CVE-2025-2135: Type Confusion in V8. Reported by Zhenghang Xiao (@Kipreyyy) and Nan Wang (@eternalsakura13) on 2025-03-02
CVE-2025-2137,Medium,$2000,398999390,https://issues.chromium.org/issues/398999390,Out of bounds read in V8,zeroxiaobai@,2025-02-25,https://chromereleases.googleblog.com/2025/03/stable-channel-update-for-desktop_10.html,Stable Channel Update for Desktop,2025-03-10T13:04:00.000-07:00,[$2000][398999390] Medium CVE-2025-2137: Out of bounds read in V8. Reported by zeroxiaobai@ on 2025-02-25
CVE-2025-1914,High,$7000,397731718,https://issues.chromium.org/issues/397731718,Out of bounds read in V8,Zhenghang Xiao (@Kipreyyy) and Nan Wang (@eternalsakura13),2025-02-20,https://chromereleases.googleblog.com/2025/03/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2025-03-04T12:59:00.000-08:00,[$7000][397731718] High CVE-2025-1914: Out of bounds read in V8. Reported by Zhenghang Xiao (@Kipreyyy) and Nan Wang (@eternalsakura13) on 2025-02-20
CVE-2025-9479,Medium,$7000,390743124,https://issues.chromium.org/issues/390743124,Out of bounds read in V8,Zhenghang Xiao (@Kipreyyy),2025-01-18,https://chromereleases.googleblog.com/2025/02/stable-channel-update-for-desktop_25.html,Stable Channel Update for Desktop,2025-02-25T10:19:00.000-08:00,[$7000][390743124] Medium CVE-2025-9479: Out of bounds read in V8. Reported by Zhenghang Xiao (@Kipreyyy) on 2025-01-18
CVE-2025-0999,High,$11000,394350433,https://issues.chromium.org/issues/394350433,Heap buffer overflow in V8,Seunghyun Lee (@0x10n),2025-02-04,https://chromereleases.googleblog.com/2025/02/stable-channel-update-for-desktop_18.html,Stable Channel Update for Desktop,2025-02-18T15:44:00.000-08:00,[$11000][394350433] High CVE-2025-0999: Heap buffer overflow in V8. Reported by Seunghyun Lee (@0x10n) on 2025-02-04
CVE-2025-0995,High,$55000,391907159,https://issues.chromium.org/issues/391907159,Use after free in V8,Popax21,2025-01-24,https://chromereleases.googleblog.com/2025/02/stable-channel-update-for-desktop_12.html,Stable Channel Update for Desktop,2025-02-12T10:56:00.000-08:00,[$55000][391907159] High CVE-2025-0995: Use after free in V8. Reported by Popax21 on 2025-01-24
CVE-2025-0998,High,TBD,386857213,https://issues.chromium.org/issues/386857213,Out of bounds memory access in V8,Alan Goodman,2024-12-31,https://chromereleases.googleblog.com/2025/02/stable-channel-update-for-desktop_12.html,Stable Channel Update for Desktop,2025-02-12T10:56:00.000-08:00,[TBD][386857213] High CVE-2025-0998: Out of bounds memory access in V8. Reported by Alan Goodman on 2024-12-31
CVE-2025-0445,High,TBD,392521083,https://issues.chromium.org/issues/392521083,Use after free in V8,303f06e3,2025-01-27,https://chromereleases.googleblog.com/2025/02/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2025-02-04T09:58:00.000-08:00,[TBD][392521083] High CVE-2025-0445: Use after free in V8. Reported by 303f06e3 on 2025-01-27
CVE-2025-0611,High,$11000,386143468,https://issues.chromium.org/issues/386143468,Object corruption in V8,303f06e3,2024-12-26,https://chromereleases.googleblog.com/2025/01/stable-channel-update-for-desktop_22.html,Stable Channel Update for Desktop,2025-01-22T08:13:00.000-08:00,[$11000][386143468] High CVE-2025-0611: Object corruption in V8. Reported by 303f06e3 on 2024-12-26
CVE-2025-0612,High,$8000,385155406,https://issues.chromium.org/issues/385155406,Out of bounds memory access in V8,Alan Goodman,2024-12-20,https://chromereleases.googleblog.com/2025/01/stable-channel-update-for-desktop_22.html,Stable Channel Update for Desktop,2025-01-22T08:13:00.000-08:00,[$8000][385155406] High CVE-2025-0612: Out of bounds memory access in V8. Reported by Alan Goodman on 2024-12-20
CVE-2025-0434,High,$7000,374627491,https://issues.chromium.org/issues/374627491,Out of bounds memory access in V8,ddme,2024-10-21,https://chromereleases.googleblog.com/2025/01/stable-channel-update-for-desktop_14.html,Stable Channel Update for Desktop,2025-01-14T13:51:00.000-08:00,[$7000][374627491] High CVE-2025-0434: Out of bounds memory access in V8. Reported by ddme on 2024-10-21
CVE-2025-0291,High,$55000,383356864,https://issues.chromium.org/issues/383356864,Type Confusion in V8,Popax21,2024-12-11,https://chromereleases.googleblog.com/2025/01/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2025-01-07T10:51:00.000-08:00,[$55000][383356864] High CVE-2025-0291: Type Confusion in V8. Reported by Popax21 on 2024-12-11
CVE-2024-12692,High,$55000,382291459,https://issues.chromium.org/issues/382291459,Type Confusion in V8,Seunghyun Lee (@0x10n),2024-12-05,https://chromereleases.googleblog.com/2024/12/stable-channel-update-for-desktop_18.html,Stable Channel Update for Desktop,2024-12-18T13:32:00.000-08:00,[$55000][382291459] High CVE-2024-12692: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2024-12-05
CVE-2024-12693,High,$20000,382190919,https://issues.chromium.org/issues/382190919,Out of bounds memory access in V8,303f06e3,2024-12-04,https://chromereleases.googleblog.com/2024/12/stable-channel-update-for-desktop_18.html,Stable Channel Update for Desktop,2024-12-18T13:32:00.000-08:00,[$20000][382190919] High CVE-2024-12693: Out of bounds memory access in V8. Reported by 303f06e3 on 2024-12-04
CVE-2024-12695,High,TBD,383647255,https://issues.chromium.org/issues/383647255,Out of bounds write in V8,303f06e3,2024-12-12,https://chromereleases.googleblog.com/2024/12/stable-channel-update-for-desktop_18.html,Stable Channel Update for Desktop,2024-12-18T13:32:00.000-08:00,[TBD][383647255] High CVE-2024-12695: Out of bounds write in V8. Reported by 303f06e3 on 2024-12-12
CVE-2024-12381,High,$55000,381696874,https://issues.chromium.org/issues/381696874,Type Confusion in V8,Seunghyun Lee (@0x10n),2024-12-02,https://chromereleases.googleblog.com/2024/12/stable-channel-update-for-desktop_10.html,Stable Channel Update for Desktop,2024-12-10T14:13:00.000-08:00,[$55000][381696874] High CVE-2024-12381: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2024-12-02
CVE-2024-12053,High,$8000,379009132,https://issues.chromium.org/issues/379009132,Type Confusion in V8,gal1ium and chluo,2024-11-14,https://chromereleases.googleblog.com/2024/12/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-12-03T10:06:00.000-08:00,[$8000][379009132] High CVE-2024-12053: Type Confusion in V8. Reported by gal1ium and chluo on 2024-11-14
CVE-2024-11395,High,$8000,377384894,https://issues.chromium.org/issues/377384894,Type Confusion in V8,Anonymous,2024-11-05,https://chromereleases.googleblog.com/2024/11/stable-channel-update-for-desktop_19.html,Stable Channel Update for Desktop,2024-11-19T10:13:00.000-08:00,[$8000][377384894] High CVE-2024-11395: Type Confusion in V8. Reported by Anonymous on 2024-11-05
CVE-2024-10230,High,TBD,371565065,https://issues.chromium.org/issues/371565065,Type Confusion in V8,Seunghyun Lee (@0x10n),2024-10-05,https://chromereleases.googleblog.com/2024/10/stable-channel-update-for-chromeos_29.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-10-29T16:14:00.001-07:00,[TBD][371565065] HIGH CVE-2024-10230: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2024-10-05
CVE-2024-10231,High,TBD,372269618,https://issues.chromium.org/issues/372269618,Type Confusion in V8,Seunghyun Lee (@0x10n),2024-10-09,https://chromereleases.googleblog.com/2024/10/stable-channel-update-for-chromeos_29.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-10-29T16:14:00.001-07:00,[TBD][372269618] HIGH CVE-2024-10231: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2024-10-09
CVE-2024-9602,High,$55000,368241697,https://issues.chromium.org/issues/368241697,Type Confusion in V8,Seunghyun Lee (@0x10n),2024-09-20,https://chromereleases.googleblog.com/2024/10/stable-channel-update-for-desktop_8.html,Stable Channel Update for Desktop,2024-10-08T13:00:00.000-07:00,[$55000][368241697] High CVE-2024-9602: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2024-09-20
CVE-2024-9603,High,TBD,367818758,https://issues.chromium.org/issues/367818758,Type Confusion in V8,@WeShotTheMoon and @Nguyen Hoang Thach of starlabs,2024-09-18,https://chromereleases.googleblog.com/2024/10/stable-channel-update-for-desktop_8.html,Stable Channel Update for Desktop,2024-10-08T13:00:00.000-07:00,[TBD][367818758] High CVE-2024-9603: Type Confusion in V8. Reported by @WeShotTheMoon and @Nguyen Hoang Thach of starlabs on 2024-09-18
CVE-2024-9370,High,TBD,368311899,https://issues.chromium.org/issues/368311899,Inappropriate implementation in V8,"Nguyễn Hoàng Thạch, Đỗ Minh Tuấn, and Wu JinLin of STAR Labs SG Pte. Ltd.",2024-09-19,https://chromereleases.googleblog.com/2024/10/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-10-01T17:11:00.000-07:00,"[TBD][368311899] High CVE-2024-9370: Inappropriate implementation in V8. Reported by Nguyễn Hoàng Thạch, Đỗ Minh Tuấn, and Wu JinLin of STAR Labs SG Pte. Ltd. on 2024-09-19"
CVE-2024-8904,High,$55000,365376497,https://issues.chromium.org/issues/365376497,Type Confusion in V8,Popax21,2024-09-08,https://chromereleases.googleblog.com/2024/10/stable-channel-update-for-chromeos.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-10-01T11:59:00.000-07:00,[$55000][365376497] High CVE-2024-8904: Type Confusion in V8. Reported by Popax21 on 2024-09-08
CVE-2024-8905,Medium,$8000,359949835,https://issues.chromium.org/issues/359949835,Inappropriate implementation in V8,Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team,2024-08-15,https://chromereleases.googleblog.com/2024/10/stable-channel-update-for-chromeos.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-10-01T11:59:00.000-07:00,[$8000][359949835] Medium CVE-2024-8905: Inappropriate implementation in V8. Reported by Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team on 2024-08-15
CVE-2024-9121,High,$8000,363538434,https://issues.chromium.org/issues/363538434,Inappropriate implementation in V8,Tashita Software Security,2024-09-01,https://chromereleases.googleblog.com/2024/10/stable-channel-update-for-chromeos.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-10-01T11:59:00.000-07:00,[$8000][363538434] High CVE-2024-9121: Inappropriate implementation in V8. Reported by Tashita Software Security on 2024-09-01
CVE-2024-9122,High,TBD,365802567,https://issues.chromium.org/issues/365802567,Type Confusion in V8,Seunghyun Lee (@0x10n),2024-09-10,https://chromereleases.googleblog.com/2024/10/stable-channel-update-for-chromeos.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-10-01T11:59:00.000-07:00,[TBD][365802567] High CVE-2024-9122: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2024-09-10
CVE-2024-8638,High,TBD,362539773,https://issues.chromium.org/issues/362539773,Type Confusion in V8,Zhenghang Xiao (@Kipreyyy),2024-08-28,https://chromereleases.googleblog.com/2024/09/stable-channel-update-for-desktop_10.html,Stable Channel Update for Desktop,2024-09-10T15:20:00.000-07:00,[TBD][362539773] High CVE-2024-8638: Type Confusion in V8. Reported by Zhenghang Xiao (@Kipreyyy) on 2024-08-28
CVE-2024-7965,High,$11000,356196918,https://issues.chromium.org/issues/356196918,Inappropriate implementation in V8,TheDog,2024-07-30,https://chromereleases.googleblog.com/2024/09/stable-channel-update-for-chromeos_9.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-09-09T16:45:00.000-07:00,[$11000][356196918] High CVE-2024-7965: Inappropriate implementation in V8. Reported by TheDog on 2024-07-30
CVE-2024-7971,High,TBD,360700873,https://issues.chromium.org/issues/360700873,Type confusion in V8,"Microsoft Threat Intelligence Center (MSTIC), Microsoft Security Response Center (MSRC)",2024-08-19,https://chromereleases.googleblog.com/2024/09/stable-channel-update-for-chromeos_9.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-09-09T16:45:00.000-07:00,"[TBD][360700873] High CVE-2024-7971: Type confusion in V8. Reported by Microsoft Threat Intelligence Center (MSTIC), Microsoft Security Response Center (MSRC) on 2024-08-19"
CVE-2024-7972,Medium,$11000,345960102,https://issues.chromium.org/issues/345960102,Inappropriate implementation in V8,Simon Gerst (intrigus-lgtm),2024-06-10,https://chromereleases.googleblog.com/2024/09/stable-channel-update-for-chromeos_9.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-09-09T16:45:00.000-07:00,[$11000][345960102] Medium CVE-2024-7972: Inappropriate implementation in V8. Reported by Simon Gerst (intrigus-lgtm) on 2024-06-10
CVE-2024-7974,Medium,$3000,339141099,https://issues.chromium.org/issues/339141099,Insufficient data validation in V8 API,bowu(@gocrashed),2024-05-07,https://chromereleases.googleblog.com/2024/09/stable-channel-update-for-chromeos_9.html,Stable Channel Update for ChromeOS / ChromeOS Flex,2024-09-09T16:45:00.000-07:00,[$3000][339141099] Medium CVE-2024-7974: Insufficient data validation in V8 API. Reported by bowu(@gocrashed) on 2024-05-07
CVE-2024-7970,High,TBD,358485426,https://issues.chromium.org/issues/358485426,Out of bounds write in V8,Cassidy Kim(@cassidy6564),2024-08-09,https://chromereleases.googleblog.com/2024/09/stable-channel-update-for-desktop.html,Stable Channel update for Desktop,2024-09-02T09:58:00.000-07:00,[TBD][358485426] High CVE-2024-7970: Out of bounds write in V8. Reported by Cassidy Kim(@cassidy6564) on 2024-08-09
CVE-2024-7969,High,TBD,351865302,https://issues.chromium.org/issues/351865302,Type Confusion in V8,CFF of Topsec Alpha Team,2024-07-09,https://chromereleases.googleblog.com/2024/08/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2024-08-28T11:51:00.000-07:00,[TBD][351865302] High CVE-2024-7969: Type Confusion in V8. Reported by CFF of Topsec Alpha Team on 2024-07-09
CVE-2024-8194,High,TBD,360533914,https://issues.chromium.org/issues/360533914,Type Confusion in V8,Seunghyun Lee (@0x10n),2024-08-18,https://chromereleases.googleblog.com/2024/08/stable-channel-update-for-desktop_28.html,Stable Channel Update for Desktop,2024-08-28T11:51:00.000-07:00,[TBD][360533914] High CVE-2024-8194: Type Confusion in V8. Reported by Seunghyun Lee (@0x10n) on 2024-08-18
CVE-2024-7550,High,$7000,355256380,https://issues.chromium.org/issues/355256380,Type Confusion in V8,Zhenghang Xiao (@Kipreyyy),2024-07-25,https://chromereleases.googleblog.com/2024/08/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-08-06T11:09:00.000-07:00,[$7000][355256380] High CVE-2024-7550: Type Confusion in V8. Reported by Zhenghang Xiao (@Kipreyyy) on 2024-07-25
CVE-2024-7535,High,TBD,352690885,https://issues.chromium.org/issues/352690885,Inappropriate implementation in V8,Tashita Software Security,2024-07-12,https://chromereleases.googleblog.com/2024/08/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-08-06T11:09:00.000-07:00,[TBD][352690885] High CVE-2024-7535: Inappropriate implementation in V8. Reported by Tashita Software Security on 2024-07-12
CVE-2024-6772,High,$10000,346597059,https://issues.chromium.org/issues/346597059,Inappropriate implementation in V8,5fceb6172bbf7e2c5a948183b53565b9,2024-06-12,https://chromereleases.googleblog.com/2024/07/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-07-16T13:37:00.000-07:00,[$10000][346597059] High CVE-2024-6772: Inappropriate implementation in V8. Reported by 5fceb6172bbf7e2c5a948183b53565b9 on 2024-06-12
CVE-2024-6773,High,$7000,347724915,https://issues.chromium.org/issues/347724915,Type Confusion in V8,2ourc3 | Salim Largo,2024-06-17,https://chromereleases.googleblog.com/2024/07/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-07-16T13:37:00.000-07:00,[$7000][347724915] High CVE-2024-6773: Type Confusion in V8. Reported by 2ourc3 | Salim Largo on 2024-06-17
CVE-2024-6779,High,TBD,351327767,https://issues.chromium.org/issues/351327767,Out of bounds memory access in V8,Seunghyun Lee (@0x10n),2024-07-06,https://chromereleases.googleblog.com/2024/07/stable-channel-update-for-desktop.html,Stable Channel Update for Desktop,2024-07-16T13:37:00.000-07:00,[TBD][351327767] High CVE-2024-6779: Out of bounds memory access in V8. Reported by Seunghyun Lee (@0x10n) on 2024-07-06
