cve,severity,reward,bug_tracker_ids,bug_tracker_urls,description,reporter,report_date,release_published,release_post_url,fix_commit_urls,fix_cl_urls,fix_subjects
CVE-2024-7974,Medium,$3000,339141099,https://issues.chromium.org/issues/339141099,Insufficient data validation in V8 API,bowu(@gocrashed),2024-05-07,2024-09-09T16:45:00.000-07:00,https://chromereleases.googleblog.com/2024/09/stable-channel-update-for-chromeos_9.html,https://chromium.googlesource.com/v8/v8/+/e1a61acd40f102934058d3a92c59aea49d2e9ab4 | https://chromium.googlesource.com/v8/v8/+/4b308315e7ef1eb1b8329beb432ddc8ddf0cd294,https://chromium-review.googlesource.com/c/v8/v8/+/5621893 | https://chromium-review.googlesource.com/c/v8/v8/+/5882720,[api] Pass WriteOptions to Utf8Value cstr | [M126-LTS][api] Pass WriteOptions to Utf8Value cstr
CVE-2024-7970,High,TBD,358485426,https://issues.chromium.org/issues/358485426,Out of bounds write in V8,Cassidy Kim(@cassidy6564),2024-08-09,2024-09-02T09:58:00.000-07:00,https://chromereleases.googleblog.com/2024/09/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/1a2b08edbec1a8ebcf3d4adc91da4f2569fb744a | https://chromium.googlesource.com/v8/v8/+/5476a6f9e4d485ffe3eb1a70de4e1bb4c74f8738 | https://chromium.googlesource.com/v8/v8/+/31c7633a888e238c481138249377b4049ff87560,https://chromium-review.googlesource.com/c/v8/v8/+/5805957 | https://chromium-review.googlesource.com/c/v8/v8/+/5839896 | https://chromium-review.googlesource.com/c/v8/v8/+/5834610,"heap,sandbox: Update EPT's evacuation entries in Scavenger. | [M129]: heap,sandbox: Update EPT's evacuation entries in Scavenger. | [M126-LTS] heap,sandbox: Update EPT's evacuation entries in Scavenger."
CVE-2024-7969,High,TBD,351865302,https://issues.chromium.org/issues/351865302,Type Confusion in V8,CFF of Topsec Alpha Team,2024-07-09,2024-08-28T11:51:00.000-07:00,https://chromereleases.googleblog.com/2024/08/stable-channel-update-for-desktop_28.html,https://chromium.googlesource.com/v8/v8/+/03dded9955d9665822d8e1c5906fabbc03282eb4 | https://chromium.googlesource.com/v8/v8/+/f784b0b05be96cda5b769a3df92fc3c012657166 | https://chromium.googlesource.com/v8/v8/+/c34adcefd17673a7fd67975436e6c708937cd0fe,https://chromium-review.googlesource.com/c/v8/v8/+/5701134 | https://chromium-review.googlesource.com/c/v8/v8/+/5797195 | https://chromium-review.googlesource.com/c/v8/v8/+/5827958,[parsing] Allow NewUnresolved to be used for reparsing class initializers | [turbofan] Handle Type::None() in SameValue | [M126-LTS][turbofan] Handle Type::None() in SameValue
CVE-2024-8194,High,TBD,360533914,https://issues.chromium.org/issues/360533914,Type Confusion in V8,Seunghyun Lee (@0x10n),2024-08-18,2024-08-28T11:51:00.000-07:00,https://chromereleases.googleblog.com/2024/08/stable-channel-update-for-desktop_28.html,https://chromium.googlesource.com/v8/v8/+/79f3f1276efa17a6172a0923dd13436ad8337a86,https://chromium-review.googlesource.com/c/v8/v8/+/5797071,[wasm] Lower kMaxCanonicalTypes again
CVE-2024-7550,High,$7000,355256380,https://issues.chromium.org/issues/355256380,Type Confusion in V8,Zhenghang Xiao (@Kipreyyy),2024-07-25,2024-08-06T11:09:00.000-07:00,https://chromereleases.googleblog.com/2024/08/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/313905c4f2c153be4bf4b09b2b06ffad7106869c,https://chromium-review.googlesource.com/c/v8/v8/+/5741275,[maglev] Consider WasmStruct in InferHasInPrototypeChain
CVE-2024-7535,High,TBD,352690885,https://issues.chromium.org/issues/352690885,Inappropriate implementation in V8,Tashita Software Security,2024-07-12,2024-08-06T11:09:00.000-07:00,https://chromereleases.googleblog.com/2024/08/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/f0a3073d941249ba790a8a4bc891e82ec83e8986 | https://chromium.googlesource.com/v8/v8/+/af7f8f06b604f007b7bac75365266246d122e28a | https://chromium.googlesource.com/v8/v8/+/087bd753c6324319ca57e28c652058a8f456d579,https://chromium-review.googlesource.com/c/v8/v8/+/5713176 | https://chromium-review.googlesource.com/c/v8/v8/+/5715410 | https://chromium-review.googlesource.com/c/v8/v8/+/5787339,[parser] Make sure we have an SFI on the literal | [parser] Fix HomeObjectScope to start at the receiver scope | [parser] Add regression tests
CVE-2024-6772,High,$10000,346597059,https://issues.chromium.org/issues/346597059,Inappropriate implementation in V8,5fceb6172bbf7e2c5a948183b53565b9,2024-06-12,2024-07-16T13:37:00.000-07:00,https://chromereleases.googleblog.com/2024/07/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/901377bb2f3b8ff45fbd077fc425fc2f4e66036a | https://chromium.googlesource.com/v8/v8/+/ab3bfaa628a5a1c5fb77bec8b7fecf6139d5ce74 | https://chromium.googlesource.com/v8/v8/+/6876e28371bccf8314d951187e8338ed9dbe19aa | https://chromium.googlesource.com/v8/v8/+/c0d69082d25cfdd92557f8f922dc282934a89079,https://chromium-review.googlesource.com/c/v8/v8/+/5639725 | https://chromium-review.googlesource.com/c/v8/v8/+/5788586 | https://chromium-review.googlesource.com/c/v8/v8/+/5788832 | https://chromium-review.googlesource.com/c/v8/v8/+/5797382,"[wasm] Fix scanning of wasm-to-js params | [wasm] Add missing regression tests | Revert ""[wasm] Add missing regression tests"" | Reland ""[wasm] Add missing regression tests"""
CVE-2024-6773,High,$7000,347724915,https://issues.chromium.org/issues/347724915,Type Confusion in V8,2ourc3 | Salim Largo,2024-06-17,2024-07-16T13:37:00.000-07:00,https://chromereleases.googleblog.com/2024/07/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/cdbc1d9684a3602c77c39d23b4e95a8522a0cc90,https://chromium-review.googlesource.com/c/v8/v8/+/5630530,[turboshaft] Lower LoadStackArgument to a Tagged load
CVE-2024-6779,High,TBD,351327767,https://issues.chromium.org/issues/351327767,Out of bounds memory access in V8,Seunghyun Lee (@0x10n),2024-07-06,2024-07-16T13:37:00.000-07:00,https://chromereleases.googleblog.com/2024/07/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/bc545b15a0ee5dd3bea9f2bfb991b380f5f3659c | https://chromium.googlesource.com/v8/v8/+/ff462a28908ccecf2129f33cc197ec4946336d4d,https://chromium-review.googlesource.com/c/v8/v8/+/5695665 | https://chromium-review.googlesource.com/c/v8/v8/+/5832698,[wasm][multi-memory] Fix cast of memory index | [M120-LTS][wasm][multi-memory] Fix cast of memory index
CVE-2024-6100,High,$N/A,344608204,https://issues.chromium.org/issues/344608204,Type Confusion in V8,Seunghyun Lee (@0x10n) participating in SSD Secure Disclosure's TyphoonPWN 2024,2024-06-04,2024-06-18T12:41:00.000-07:00,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop_18.html,https://chromium.googlesource.com/v8/v8/+/422cdc5eddcadb53b8eafb099722fb211a35739e | https://chromium.googlesource.com/v8/v8/+/8d0519c8ff5822e2128cce262902f0a09214e738,https://chromium-review.googlesource.com/c/v8/v8/+/5604265 | https://chromium-review.googlesource.com/c/v8/v8/+/5638979,[wasm] Enforce maximum number of canonicalized types | [M120-LTS][wasm] Enforce maximum number of canonicalized types
CVE-2024-5830,High,$25000,342456991,https://issues.chromium.org/issues/342456991,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2024-05-24,2024-06-11T12:56:00.000-07:00,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/cbd847cb1c2eaa126f0b96f002241c2ef5aa7c89 | https://chromium.googlesource.com/v8/v8/+/4cc886d6ff3cb052a6766f5fd7be64594f9f3ed9,https://chromium-review.googlesource.com/c/v8/v8/+/5588058 | https://chromium-review.googlesource.com/c/v8/v8/+/5615934,[map] Don't update maps in PrepareForDataProperty | Merged: [map] Don't update maps in PrepareForDataProperty
CVE-2024-5833,High,$7000,342602616,https://issues.chromium.org/issues/342602616,Type Confusion in V8,@ginggilBesel,2024-05-24,2024-06-11T12:56:00.000-07:00,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/3b037e1756d366e0a6aa8467da9af0d44af84ffb | https://chromium.googlesource.com/v8/v8/+/94fbb073890d8706c69a16cacbcf8c93ab3614f3,https://chromium-review.googlesource.com/c/v8/v8/+/5587860 | https://chromium-review.googlesource.com/c/v8/v8/+/5928649,[turboshaft][wasm-gc] Unpack i8 and i16 to i32 in type optimizations | [test][wasm] Add testcase for mistyping on packed element types i8/i16
CVE-2024-5837,High,TBD,342415789,https://issues.chromium.org/issues/342415789,Type Confusion in V8,Anonymous,2024-05-23,2024-06-11T12:56:00.000-07:00,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/d2d190fb1306449c022296cdec1bb16341996d4a | https://chromium.googlesource.com/v8/v8/+/7e03d1298c394f8a8763a5a88c83f9afc5c5d6bf | https://chromium.googlesource.com/v8/v8/+/2f8100410c6e408c035e5640723f00c1eb791a84 | https://chromium.googlesource.com/v8/v8/+/ab3bfaa628a5a1c5fb77bec8b7fecf6139d5ce74 | https://chromium.googlesource.com/v8/v8/+/6876e28371bccf8314d951187e8338ed9dbe19aa | https://chromium.googlesource.com/v8/v8/+/c0d69082d25cfdd92557f8f922dc282934a89079,https://chromium-review.googlesource.com/c/v8/v8/+/5575093 | https://chromium-review.googlesource.com/c/v8/v8/+/5617392 | https://chromium-review.googlesource.com/c/v8/v8/+/5621591 | https://chromium-review.googlesource.com/c/v8/v8/+/5788586 | https://chromium-review.googlesource.com/c/v8/v8/+/5788832 | https://chromium-review.googlesource.com/c/v8/v8/+/5797382,"[wasm] Support calling imports with the generic export wrapper | Merged: [wasm] Support calling imports with the generic export wrapper | Merge to 125: [wasm] Support calling imports with the generic export wrapper | [wasm] Add missing regression tests | Revert ""[wasm] Add missing regression tests"" | Reland ""[wasm] Add missing regression tests"""
CVE-2024-5838,High,TBD,342522151,https://issues.chromium.org/issues/342522151,Type Confusion in V8,Zhenghang Xiao (@Kipreyyy),2024-05-24,2024-06-11T12:56:00.000-07:00,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/5ab0723917535db1836753f0a8dca0335ca29812 | https://chromium.googlesource.com/v8/v8/+/f77c44d6dc327ba402821dc79bd23716bde66238 | https://chromium.googlesource.com/v8/v8/+/fa25b9069658882f6843366cbdff70628afa1e72 | https://chromium.googlesource.com/v8/v8/+/ab3bfaa628a5a1c5fb77bec8b7fecf6139d5ce74 | https://chromium.googlesource.com/v8/v8/+/6876e28371bccf8314d951187e8338ed9dbe19aa | https://chromium.googlesource.com/v8/v8/+/c0d69082d25cfdd92557f8f922dc282934a89079,https://chromium-review.googlesource.com/c/v8/v8/+/5600348 | https://chromium-review.googlesource.com/c/v8/v8/+/5617395 | https://chromium-review.googlesource.com/c/v8/v8/+/5622012 | https://chromium-review.googlesource.com/c/v8/v8/+/5788586 | https://chromium-review.googlesource.com/c/v8/v8/+/5788832 | https://chromium-review.googlesource.com/c/v8/v8/+/5797382,"[wasm] Disable js-to-wasm generic wrapper for imports | Merged: [wasm] Disable js-to-wasm generic wrapper for imports | Merge to 125: [wasm] Disable js-to-wasm generic wrapper for imports | [wasm] Add missing regression tests | Revert ""[wasm] Add missing regression tests"" | Reland ""[wasm] Add missing regression tests"""
CVE-2024-5841,Medium,$2000,326765855,https://issues.chromium.org/issues/326765855,Use after free in V8,Cassidy Kim(@cassidy6564),2024-02-26,2024-06-11T12:56:00.000-07:00,https://chromereleases.googleblog.com/2024/06/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/fd628a3450252d505bb017332c3cf09d26684668,https://chromium-review.googlesource.com/c/v8/v8/+/5467807,[genesis] Make v8::Extension compilation uninterruptible
CVE-2024-5274,High,N/A,341663589,https://issues.chromium.org/issues/341663589,Type Confusion in V8,Clément Lecigne of Google's Threat Analysis Group and Brendon Tiszka of Chrome Security,2024-05-20,2024-05-23T16:13:00.000-07:00,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-desktop_23.html,https://chromium.googlesource.com/v8/v8/+/3e037e195e508dea045f5626862412e8f64fc919 | https://chromium.googlesource.com/v8/v8/+/4565b6a2a184062f6b7555e4ebb329698a8570cd | https://chromium.googlesource.com/v8/v8/+/6e5e1053fa619b709d6290c12fdef2f0b0641188 | https://chromium.googlesource.com/v8/v8/+/8f1c780b30fcd354fbeecfab5534b08e5f41a805,https://chromium-review.googlesource.com/c/v8/v8/+/5553030 | https://chromium-review.googlesource.com/c/v8/v8/+/5558537 | https://chromium-review.googlesource.com/c/v8/v8/+/5558360 | https://chromium-review.googlesource.com/c/v8/v8/+/5564223,[parser] Using FunctionParsingScope for parsing class static blocks | Merged: [parser] Using FunctionParsingScope for parsing class static blocks | Merged: [parser] Using FunctionParsingScope for parsing class static blocks | [M120-LTS][parser] Using FunctionParsingScope for parsing class static blocks
CVE-2024-5158,High,$10000,338908243,https://issues.chromium.org/issues/338908243,Type Confusion in V8,Zhenghang Xiao (@Kipreyyy),2024-05-06,2024-05-21T12:11:00.000-07:00,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-desktop_21.html,https://chromium.googlesource.com/v8/v8/+/cc05792346fb017eaa961ee7d35cf1f9bb53bb0a | https://chromium.googlesource.com/v8/v8/+/73c61498670a43d1189877416366314c7a13ef73,https://chromium-review.googlesource.com/c/v8/v8/+/5529235 | https://chromium-review.googlesource.com/c/v8/v8/+/5573891,[builtins] HasOnlySimpleElements is false for non-JSObjects | [M120-LTS][builtins] HasOnlySimpleElements is false for non-JSObjects
CVE-2024-4947,High,TBD,340221135,https://issues.chromium.org/issues/340221135,Type Confusion in V8,Vasily Berdnikov (@vaber_b) and Boris Larin (@oct0xor) of Kaspersky,2024-05-13,2024-05-15T13:24:00.000-07:00,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-desktop_15.html,https://chromium.googlesource.com/v8/v8/+/b3c01ac1e60afc9addad9942f7a9a6c5e8a4a6da | https://chromium.googlesource.com/v8/v8/+/2944ee9846e7b35cd6cd2be92eb2b26fc4a680c8,https://chromium-review.googlesource.com/c/v8/v8/+/5534518 | https://chromium-review.googlesource.com/c/v8/v8/+/5540772,[compiler] Don't build AccessInfo for storing to module exports | [M120-LTS][compiler] Don't build AccessInfo for storing to module exports
CVE-2024-4949,Medium,$7000,326607001,https://issues.chromium.org/issues/326607001,Use after free in V8,Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team,2024-02-24,2024-05-15T13:24:00.000-07:00,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-desktop_15.html,https://chromium.googlesource.com/v8/v8/+/73f62bd5882f878d4aea8b5b7249084eecd97525,https://chromium-review.googlesource.com/c/v8/v8/+/5372733,[wasm] Fix ClearWeakScriptHandleTask shutdown issue
CVE-2024-4761,High,N/A,339458194,https://issues.chromium.org/issues/339458194,Out of bounds write in V8,Anonymous,2024-05-09,2024-05-13T13:49:00.000-07:00,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-desktop_13.html,https://chromium.googlesource.com/v8/v8/+/f320600cd1f48ba6bb57c0395823fe0c5e5ec52e | https://chromium.googlesource.com/v8/v8/+/ac8da461a20281ff8c30507cbdd7e6fed39fd183 | https://chromium.googlesource.com/v8/v8/+/81c2d9b9b7db1be972d1a67fc10fb86f960349ab | https://chromium.googlesource.com/v8/v8/+/de7a07b7017487eaec155afce1333d94230fd054,https://chromium-review.googlesource.com/c/v8/v8/+/5527397 | https://chromium-review.googlesource.com/c/v8/v8/+/5529243 | https://chromium-review.googlesource.com/c/v8/v8/+/5529244 | https://chromium-review.googlesource.com/c/v8/v8/+/5531697,[wasm-gc] Only normalize JSObject targets in SetOrCopyDataProperties | [wasm-gc] Only normalize JSObject targets in SetOrCopyDataProperties | [wasm-gc] Only normalize JSObject targets in SetOrCopyDataProperties | [M120-LTS][wasm-gc] Only normalize JSObject targets in SetOrCopyDataProperties
CVE-2024-3832,High,$20000,331358160,https://issues.chromium.org/issues/331358160,Object corruption in V8,Man Yue Mo of GitHub Security Lab,2024-03-27,2024-05-01T13:55:00.000-07:00,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-chromeos.html,https://chromium.googlesource.com/v8/v8/+/c63e4c4954f38f68b69993c7f20bef6055d79ac4 | https://chromium.googlesource.com/v8/v8/+/49ba787fca9bd98daa1c1f4c36f0038d5640b6b2 | https://chromium.googlesource.com/v8/v8/+/38e23f3a5d07022def739030d877ea224dd7952d,https://chromium-review.googlesource.com/c/v8/v8/+/5419093 | https://chromium-review.googlesource.com/c/v8/v8/+/5419867 | https://chromium-review.googlesource.com/c/v8/v8/+/5423130,[wasm] Correctly lookup WebAssembly object in InstallConditionalFeatures | [maglev] Parenthesize && inside || to quell gcc warning | [wasm] Don't load WebAssembly object in CanInstallTypeReflection
CVE-2024-3914,High,N/A,330759272,https://issues.chromium.org/issues/330759272,Use after free in V8,"Seunghyun Lee (@0x10n) of KAIST Hacking Lab, via Pwn2Own 2024",2024-03-21,2024-05-01T13:55:00.000-07:00,https://chromereleases.googleblog.com/2024/05/stable-channel-update-for-chromeos.html,https://chromium.googlesource.com/chromium/src/+/04e7550d7aa3bf4ac4e49d7074972d357de139e6 | https://chromium.googlesource.com/chromium/src/+/1e1e1bccfb84713fc325025eae43e746abcc115d,https://chromium-review.googlesource.com/c/chromium/src/+/5387887 | https://chromium-review.googlesource.com/c/chromium/src/+/5419329,Fix DOMArrayBuffer::IsDetached() | Comment out a CHECK that a DOMAB has maximally one non-detached JSAB
CVE-2024-4059,High,TBD,333182464,https://issues.chromium.org/issues/333182464,Out of bounds read in V8 API,Eirik,2024-04-08,2024-04-24T03:31:00.000-07:00,https://chromereleases.googleblog.com/2024/04/stable-channel-update-for-desktop_24.html,https://chromium.googlesource.com/v8/v8/+/819f64c6c4705c21252ea8411a81d0b19a32337f | https://chromium.googlesource.com/v8/v8/+/3ec395eaf15633a40add571e9183dfec0d0bc29a | https://chromium.googlesource.com/chromium/src/+/1ebb0bf299402ded80617f455114fa8687a7cb50 | https://chromium.googlesource.com/v8/v8/+/b505dbee47b2d718fad79aec7dd3ee440db28b37 | https://chromium.googlesource.com/chromium/src/+/d5619ec1fa353f3068718ce9df54fc885340f3bd | https://chromium.googlesource.com/chromium/src/+/57a8715f7ff27e66cea1c88b47c1484eee87a814 | https://chromium.googlesource.com/chromium/src/+/d946dac5082e0e7af609399f96b353998df394fd | https://chromium.googlesource.com/v8/v8/+/309fa00f7a4778d2fb6417e21c5c8985cf5d5136,https://chromium-review.googlesource.com/c/v8/v8/+/5443270 | https://chromium-review.googlesource.com/c/v8/v8/+/5445569 | https://chromium-review.googlesource.com/c/chromium/src/+/5446264 | https://chromium-review.googlesource.com/c/v8/v8/+/5446983 | https://chromium-review.googlesource.com/c/chromium/src/+/5447010 | https://chromium-review.googlesource.com/c/chromium/src/+/5447540 | https://chromium-review.googlesource.com/c/chromium/src/+/5465849 | https://chromium-review.googlesource.com/c/v8/v8/+/5463594,"[api] Fix instantiation of DictionaryTemplate across contexts | Revert ""[api] Fix instantiation of DictionaryTemplate across contexts"" | Skip test until V8 has rolled | Reland ""[api] Fix instantiation of DictionaryTemplate across contexts"" | Fix test expectation | Rebaseline test after V8 roll | Disable test to allow backmerging V8 fix | Merged: Reland ""[api] Fix instantiation of DictionaryTemplate across contexts"""
CVE-2024-2625,High,"$15000, $7000","327740539,40072287",https://issues.chromium.org/issues/327740539 https://issues.chromium.org/issues/40072287,Object lifecycle issue in V8,Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team on 2024-03-01 and CFF of Topsec Alpha Team,2023-09-14,2024-04-16T14:39:00.000-07:00,https://chromereleases.googleblog.com/2024/04/stable-channel-update-for-desktop_16.html,https://chromium.googlesource.com/v8/v8/+/8f477f936c9b9e6b4c9f35a8ccc5e65bd4cb7f4e,https://chromium-review.googlesource.com/c/v8/v8/+/5350482,[parser] Fix home object proxy to work off-thread
CVE-2024-3156,High,$7000,329130358,https://issues.chromium.org/issues/329130358,Inappropriate implementation in V8,Zhenghang Xiao (@Kipreyyy),2024-03-12,2024-04-02T13:41:00.001-07:00,https://chromereleases.googleblog.com/2024/04/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/b93975a48c722c2e5fe9b39437738eb2e23dac74,https://chromium-review.googlesource.com/c/v8/v8/+/5374907,[wasm][gc] Scan the code field of the WasmInternalFunction
CVE-2024-3159,High,N/A,330760873,https://issues.chromium.org/issues/330760873,Out of bounds memory access in V8,"Edouard Bochin (@le_douds) and Tao Yan (@Ga1ois) of Palo Alto Networks, via Pwn2Own 2024",2024-03-22,2024-04-02T13:41:00.001-07:00,https://chromereleases.googleblog.com/2024/04/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/807cf7d0b7d96212c98ed2119e07f9b2c6a23f61 | https://chromium.googlesource.com/v8/v8/+/d62870393b7232ea5f51b6bf17adbe65281e7ba2,https://chromium-review.googlesource.com/c/v8/v8/+/5388435 | https://chromium-review.googlesource.com/c/v8/v8/+/5410318,[runtime] Recreate enum cache on map update if any previous map had one | [M120-LTS][runtime] Recreate enum cache on map update if any previous map had one
CVE-2024-2173,High,$12000,325893559,https://issues.chromium.org/issues/325893559,Out of bounds memory access in V8,5fceb6172bbf7e2c5a948183b53565b9,2024-02-19,2024-03-05T19:11:00.000-08:00,https://chromereleases.googleblog.com/2024/03/stable-channel-update-for-chromeos.html,https://chromium.googlesource.com/v8/v8/+/7330f46163e8a2c10a3d40ecbf554656f0ac55e8,https://chromium-review.googlesource.com/c/v8/v8/+/5309898,[wasm] Add bounds check in tier-up of wasm-to-js wrapper
CVE-2024-2174,High,$7000,325866363,https://issues.chromium.org/issues/325866363,Inappropriate implementation in V8,5f46f4ee2e17957ba7b39897fb376be8,2024-02-19,2024-03-05T19:11:00.000-08:00,https://chromereleases.googleblog.com/2024/03/stable-channel-update-for-chromeos.html,https://chromium.googlesource.com/v8/v8/+/955d1972ef0a32cf44fc27cd32d055a7ddc30fcf | https://chromium.googlesource.com/v8/v8/+/817316414172b0cb08f001630b7a2d70c3cf2aa1,https://chromium-review.googlesource.com/c/v8/v8/+/5309911 | https://chromium-review.googlesource.com/c/v8/v8/+/5317577,[wasm] Ensure empty safepoints for protected instructions | Merged: [wasm] Ensure empty safepoints for protected instructions
CVE-2024-1938,High,$7000,324596281,https://issues.chromium.org/issues/324596281,Type Confusion in V8,5f46f4ee2e17957ba7b39897fb376be8,2024-02-11,2024-02-27T11:14:00.000-08:00,https://chromereleases.googleblog.com/2024/02/stable-channel-update-for-desktop_27.html,https://chromium.googlesource.com/v8/v8/+/2109613ad4622028778a38fb418956fab8b478b6,https://chromium-review.googlesource.com/c/v8/v8/+/5291374,[wasm] Use correct signature index for tier-up of wasm-to-js wrapper
CVE-2024-1939,High,$7000,323694592,https://issues.chromium.org/issues/323694592,Type Confusion in V8,Bohan Liu (@P4nda20371774) of Tencent Security Xuanwu Lab,2024-02-05,2024-02-27T11:14:00.000-08:00,https://chromereleases.googleblog.com/2024/02/stable-channel-update-for-desktop_27.html,https://chromium.googlesource.com/v8/v8/+/eacf7f40e7dd2ca11b6e2f63dd8e8bd681ca91c4 | https://chromium.googlesource.com/v8/v8/+/fbd00f2178c1a437fd1362dab39c0144ea6b1b08,https://chromium-review.googlesource.com/c/v8/v8/+/5285394 | https://chromium-review.googlesource.com/c/v8/v8/+/5307515,[wasm] Add generic wasm-to-js wrapper for invalid signatures | [wasm] Fix no-generic-wrapper case in GetOrCreateWasmInternalFunction
CVE-2024-3169,High,$17000,41491234,https://issues.chromium.org/issues/41491234,Use after free in V8,johnshoop,2024-01-14,2024-01-30T10:38:00.001-08:00,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_30.html,,,
CVE-2024-2884,Medium,$8000,41491373,https://issues.chromium.org/issues/41491373,Out of bounds read in V8,Zhenghang Xiao (@Kipreyyy),2024-01-15,2024-01-30T10:38:00.001-08:00,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_30.html,,,
CVE-2024-0517,High,$16000,1515930,https://issues.chromium.org/issues/1515930,Out of bounds write in V8,Toan (suto) Pham of Qrious Secure,2024-01-06,2024-01-16T10:11:00.001-08:00,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_16.html,https://chromium.googlesource.com/v8/v8/+/78dd4b31847ab1f5b06ef3d8742a9f3835fb6919,https://chromium-review.googlesource.com/c/v8/v8/+/5173470,[maglev] Fix allocation folding in derived constructors
CVE-2024-0518,High,$1000,1507412,https://issues.chromium.org/issues/1507412,Type Confusion in V8,Ganjiang Zhou(@refrain_areu) of ChaMd5-H1 team,2023-12-03,2024-01-16T10:11:00.001-08:00,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_16.html,https://chromium.googlesource.com/v8/v8/+/46cb67e3b296e50d7fda5a58233d18b9f3dab0d5 | https://chromium.googlesource.com/v8/v8/+/dd1b8f7969111b2227fc01b408d07005927e72a4 | https://chromium.googlesource.com/chromium/src/+/eb2fa83c6b4a19d4d066fe3abd62ba6fc79e652b,https://chromium-review.googlesource.com/c/v8/v8/+/5125960 | https://chromium-review.googlesource.com/c/v8/v8/+/5189926 | https://chromium-review.googlesource.com/c/chromium/src/+/5236832,[codegen] Install BytecodeArray last in SharedFunctionInfo | [M114-LTS][codegen] Install BytecodeArray last in SharedFunctionInfo | Roll v8 11.4 from d53ecb521a43 to 8103d8ca6048 (2 revisions)
CVE-2024-0519,High,$TBD,1517354,https://issues.chromium.org/issues/1517354,Out of bounds memory access in V8,Anonymous,2024-01-11,2024-01-16T10:11:00.001-08:00,https://chromereleases.googleblog.com/2024/01/stable-channel-update-for-desktop_16.html,https://chromium.googlesource.com/v8/v8/+/389ea9be7d68bb189e16da79f6414edbd4f7594f | https://chromium.googlesource.com/v8/v8/+/18a8ac81c65b1ce6637d34696cb21b9d4e602a21 | https://chromium.googlesource.com/chromium/src/+/0e2ef966063206a36d3b192f9ee2e7048fd2b2d7,https://chromium-review.googlesource.com/c/v8/v8/+/5185340 | https://chromium-review.googlesource.com/c/v8/v8/+/5198326 | https://chromium-review.googlesource.com/c/chromium/src/+/5199621,[runtime] Drop fast last-property deletion | [M114-LTS] [runtime] Drop fast last-property deletion | Roll v8 11.4 from d47acda203d5 to bfb03399ff6c (6 revisions)
CVE-2023-6702,High,$16000,1501326,https://issues.chromium.org/issues/1501326,Type Confusion in V8,Zhiyi Zhang and Zhunki from Codesafe Team of Legendsec at Qi'anxin Group,2023-11-10,2023-12-12T16:17:00.000-08:00,https://chromereleases.googleblog.com/2023/12/stable-channel-update-for-desktop_12.html,https://chromium.googlesource.com/v8/v8/+/bde3d360097607f36cd1d17cbe8412b84eae0a7f | https://chromium.googlesource.com/v8/v8/+/cbd09b2ca928f1fd929ef52e173aa81213e38cb8 | https://chromium.googlesource.com/v8/v8/+/7c731a251827f386e49ebd39929304299432880f | https://chromium.googlesource.com/chromium/src/+/65e769ff80dd82ecda35b0bf01981de09613e8e6,https://chromium-review.googlesource.com/c/v8/v8/+/5029996 | https://chromium-review.googlesource.com/c/v8/v8/+/5110982 | https://chromium-review.googlesource.com/c/v8/v8/+/5117018 | https://chromium-review.googlesource.com/c/chromium/src/+/5215458,"[promises, async stack traces] Fix the case when the closure has run | Merged: [promises, async stack traces] Fix the case when the closure has run | [M114-LTS][promises, async stack traces] Fix the case when the closure has run | Roll v8 11.4 from 49f297aaa0cc to d53ecb521a43 (2 revisions)"
